Customer_ID,First_Name,Last_Name,Gender,Age,State,Account_Type,Account_Balance,Credit_Score,Email_Opt_In,Has_Loan,Join_Date,Loan_Amount,Business_Type,Transaction_Type,Pay_On_Time,Recent_Transaction_Amount,Transaction_Time,Transaction_Location,Avg_Monthly_Transaction,Device_Type,Account_Age_Years,Risk_Score,Is_Fraudulent
CUST00973,Robert,Rodriguez,Male,46.0,OH,Credit,44497.5,513.0,False,False,2013-09-05,0.0,Small,Deposit,No,3396.52,2025-06-15 16:47:00,"Phoenix, AZ",9953.93,ATM,11.8,0.168,0
CUST00397,Mary,Miller,Other,79.0,NY,Investment,86120.7,485.0,False,True,2001-09-06,27661.08,Big,Deposit,Yes,4094.72,2025-06-15 20:57:00,"Phoenix, AZ",2411.47,ATM,23.8,0.503,0
CUST00409,John,Williams,Female,71.0,NC,Checking,69914.7,601.0,True,True,2000-10-05,60364.71,Large,Withdrawal,Yes,4677.79,2025-06-15 09:27:00,"San Diego, CA",9298.56,ATM,24.8,0.613,0
CUST00440,Linda,Jones,Female,68.0,IL,Checking,95866.86,356.0,True,True,2005-06-14,7106.17,Big,Payment,No,3801.74,2025-06-15 09:05:00,"San Diego, CA",6314.3,Mobile,20.1,0.131,0
CUST00100,Patricia,Smith,Other,51.0,IL,Investment,8543.25,770.0,False,False,2007-09-29,0.0,Small,Purchase,Yes,1125.43,2025-06-15 14:32:00,"Chicago, IL",4079.59,Web,17.8,0.05,0
CUST00370,James,Rodriguez,Male,29.0,TX,Investment,80550.97,765.0,False,False,2003-01-10,0.0,Large,Withdrawal,No,381.86,2025-06-15 23:55:00,"Chicago, IL",5594.26,Web,22.5,0.535,0
CUST00839,Michael,Garcia,Male,57.0,NY,Investment,65535.43,631.0,False,True,2016-06-08,38877.81,Small,Purchase,No,2520.29,2025-06-15 06:36:00,"San Diego, CA",8151.49,Web,9.1,0.166,0
CUST00891,Jennifer,Brown,Female,20.0,PA,Checking,55858.21,679.0,False,True,2002-05-07,32541.58,Big,Deposit,Yes,3003.33,2025-06-15 20:46:00,"Phoenix, AZ",8445.26,ATM,23.2,0.212,0
CUST00432,James,Martinez,Male,39.0,TX,Investment,63346.5,835.0,True,True,2000-07-24,43554.41,Large,Withdrawal,Yes,2504.13,2025-06-15 16:15:00,"San Diego, CA",3310.95,Web,25.0,0.64,0
CUST00441,Robert,Miller,Male,71.0,FL,Credit,18518.65,319.0,False,True,2008-12-17,96087.78,Big,Payment,Yes,4973.85,2025-06-15 19:42:00,"Phoenix, AZ",7489.97,Web,16.5,0.265,0
CUST00475,Elizabeth,Jones,Female,63.0,MI,Savings,10399.07,417.0,False,True,2009-05-01,40343.58,Large,Transfer,Yes,4872.3,2025-06-15 17:52:00,"Phoenix, AZ",685.4,Web,16.2,0.358,0
CUST00658,James,Rodriguez,Other,54.0,MI,Checking,12932.03,716.0,False,True,2004-03-06,18121.06,Big,Transfer,No,4031.85,2025-06-15 12:39:00,"Chicago, IL",5931.85,Web,21.3,0.255,0
CUST00869,Elizabeth,Garcia,Male,71.0,NY,Savings,39726.31,804.0,False,False,2001-05-04,0.0,Small,Deposit,Yes,1026.93,2025-06-15 01:28:00,"San Jose, CA",2710.56,ATM,24.2,0.075,0
CUST00960,William,Martinez,Female,54.0,NC,Savings,31787.85,438.0,True,False,2001-07-26,0.0,Large,Withdrawal,Yes,3758.72,2025-06-15 02:01:00,"New York, NY",9197.37,Mobile,23.9,0.366,0
CUST00491,James,Brown,Female,48.0,NY,Checking,64701.83,553.0,True,False,2009-07-22,0.0,Large,Deposit,No,2702.5,2025-06-15 20:28:00,"San Jose, CA",3568.22,Web,16.0,0.436,0
CUST00606,Linda,Williams,Other,18.0,NC,Investment,93165.79,509.0,True,True,2006-09-27,99073.83,Large,Deposit,Yes,1494.94,2025-06-15 08:29:00,"Houston, TX",2724.2,ATM,18.8,0.569,0
CUST00421,Elizabeth,Smith,Female,37.0,TX,Credit,49859.27,717.0,True,True,2011-10-17,85267.33,Large,Payment,No,2956.71,2025-06-15 22:11:00,"San Diego, CA",6456.17,Mobile,13.7,0.062,0
CUST00697,Robert,Williams,Other,60.0,NC,Credit,84010.72,742.0,True,True,2021-11-29,91450.14,Big,Deposit,Yes,4646.39,2025-06-15 19:07:00,"San Antonio, TX",7873.01,Mobile,3.6,0.474,0
CUST00464,Elizabeth,Davis,Other,46.0,CA,Credit,34503.93,318.0,True,True,2004-07-19,68002.19,Small,Transfer,No,987.16,2025-06-15 05:06:00,"Chicago, IL",190.82,ATM,21.0,0.053,0
CUST00114,Mary,Smith,Other,57.0,PA,Checking,74986.66,699.0,False,False,2022-07-28,0.0,Large,Payment,No,4492.0,2025-06-15 18:53:00,"Houston, TX",2807.66,Web,2.9,0.107,0
CUST00870,Robert,Miller,Female,56.0,IL,Savings,23779.08,593.0,False,False,2016-02-02,0.0,Small,Deposit,No,93.16,2025-06-15 18:58:00,"Chicago, IL",8440.16,Mobile,9.4,0.642,0
CUST00610,Robert,Miller,Male,64.0,MI,Checking,607.71,685.0,False,False,2002-03-27,0.0,Small,Payment,Yes,828.13,2025-06-15 08:10:00,"Los Angeles, CA",8673.95,ATM,23.3,0.01,0
CUST00817,John,Rodriguez,Other,31.0,PA,Credit,8244.5,318.0,False,True,2022-12-16,63358.3,Small,Purchase,Yes,4978.85,2025-06-15 10:27:00,"Houston, TX",8185.23,Mobile,2.5,0.491,0
CUST00082,William,Smith,Female,52.0,OH,Checking,34573.75,652.0,True,False,2021-06-02,0.0,Small,Deposit,Yes,176.87,2025-06-15 12:57:00,"New York, NY",2268.11,Mobile,4.1,0.194,0
CUST00365,William,Rodriguez,Male,66.0,TX,Investment,33993.2,502.0,False,False,2011-12-18,0.0,Big,Payment,Yes,1760.74,2025-06-15 23:43:00,"Los Angeles, CA",9765.98,Web,13.5,0.402,0
CUST00380,James,Jones,Female,65.0,TX,Investment,63360.75,760.0,False,False,2007-08-12,0.0,Big,Deposit,Yes,2957.29,2025-06-15 15:22:00,"Dallas, TX",2282.22,Web,17.9,0.242,0
CUST00984,Elizabeth,Smith,Female,19.0,NC,Credit,81395.25,545.0,False,True,2019-04-02,69780.53,Big,Withdrawal,No,2136.11,2025-06-15 02:43:00,"Dallas, TX",6156.74,ATM,6.3,0.522,0
CUST00315,Robert,Williams,Other,23.0,MI,Credit,57805.43,619.0,True,True,2007-12-05,26263.13,Large,Transfer,Yes,3868.18,2025-06-15 03:54:00,"Houston, TX",1739.26,Mobile,17.6,0.0,0
CUST00423,Jennifer,Miller,Female,25.0,CA,Checking,40584.28,676.0,False,False,2015-11-28,0.0,Big,Deposit,Yes,1932.99,2025-06-15 01:18:00,"Phoenix, AZ",7809.34,Web,9.6,0.485,0
CUST00847,Mary,Johnson,Female,46.0,PA,Savings,77622.42,417.0,True,False,2004-02-14,0.0,Big,Deposit,No,4511.38,2025-06-15 00:57:00,"San Antonio, TX",288.35,Mobile,21.4,0.49,0
CUST00752,Jennifer,Davis,Female,53.0,NC,Savings,75730.22,779.0,False,True,2019-06-27,49756.48,Small,Payment,Yes,2349.55,2025-06-15 17:11:00,"San Jose, CA",8426.84,Web,6.0,0.146,0
CUST00990,Mary,Johnson,Male,62.0,PA,Savings,39497.1,319.0,False,False,2006-11-10,0.0,Large,Withdrawal,No,4106.27,2025-06-15 09:44:00,"San Antonio, TX",7050.88,Mobile,18.7,0.368,0
CUST00173,Jennifer,Rodriguez,Female,18.0,GA,Checking,20030.74,552.0,True,False,2021-09-22,0.0,Large,Transfer,No,4383.1,2025-06-15 22:46:00,"New York, NY",491.6,Mobile,3.8,0.057,0
CUST00395,Jennifer,Brown,Male,57.0,GA,Checking,77406.07,435.0,True,True,2011-10-26,64023.35,Big,Deposit,Yes,2305.13,2025-06-15 06:01:00,"Philadelphia, PA",6691.47,Web,13.7,0.15,0
CUST00500,John,Williams,Other,64.0,TX,Investment,31354.2,559.0,True,False,2013-09-06,0.0,Small,Deposit,No,2501.11,2025-06-15 14:45:00,"Phoenix, AZ",365.61,Web,11.8,0.11,0
CUST00526,Robert,Jones,Male,75.0,FL,Investment,42739.02,502.0,True,True,2012-11-03,55294.31,Big,Purchase,Yes,2343.29,2025-06-15 17:11:00,"Los Angeles, CA",1900.83,Web,12.7,0.0,0
CUST00342,Linda,Brown,Female,57.0,IL,Checking,71434.51,572.0,True,True,2009-12-17,89330.06,Small,Deposit,Yes,281.04,2025-06-15 00:45:00,"Chicago, IL",9583.65,ATM,15.5,0.299,0
CUST00587,William,Davis,Other,77.0,TX,Savings,26097.31,343.0,True,True,2007-02-13,92669.33,Large,Withdrawal,Yes,4537.35,2025-06-15 08:25:00,"Los Angeles, CA",3920.35,Mobile,18.4,0.357,0
CUST00669,Michael,Garcia,Male,75.0,NC,Credit,94735.06,571.0,False,True,2018-10-17,40199.25,Large,Purchase,No,1406.09,2025-06-15 05:10:00,"Chicago, IL",8037.6,Web,6.7,0.407,0
CUST00618,Linda,Johnson,Male,62.0,MI,Investment,6245.55,819.0,True,False,2021-10-24,0.0,Big,Deposit,Yes,441.4,2025-06-15 09:16:00,"Phoenix, AZ",7798.86,Web,3.7,0.381,0
CUST00065,Linda,Martinez,Female,77.0,TX,Investment,20992.17,740.0,True,True,2020-05-02,11063.12,Big,Deposit,No,439.34,2025-06-15 15:14:00,"San Diego, CA",6937.71,Mobile,5.2,0.544,0
CUST00464,Elizabeth,Davis,Other,46.0,CA,Credit,34503.93,318.0,True,True,2004-07-19,94259.41,Large,Deposit,No,4371.25,2025-06-15 02:10:00,"New York, NY",2027.76,ATM,21.0,0.345,0
CUST00508,John,Brown,Other,34.0,IL,Credit,5582.77,707.0,True,False,2001-01-24,0.0,Small,Purchase,No,2084.34,2025-06-15 10:40:00,"San Jose, CA",1259.93,Web,24.4,0.519,0
CUST00800,Mary,Johnson,Other,52.0,PA,Investment,72510.17,703.0,False,False,2010-09-09,0.0,Large,Deposit,No,976.86,2025-06-15 12:04:00,"San Jose, CA",137.25,Mobile,14.8,0.601,0
CUST00289,Patricia,Jones,Female,40.0,IL,Savings,91077.55,499.0,False,True,2014-05-08,23224.33,Big,Payment,No,1389.8,2025-06-15 11:06:00,"Los Angeles, CA",263.93,Mobile,11.2,0.321,0
CUST00257,Patricia,Martinez,Female,59.0,CA,Savings,48687.11,607.0,True,True,2014-04-20,40836.08,Big,Withdrawal,No,4890.39,2025-06-15 06:34:00,"Philadelphia, PA",129.24,Web,11.2,0.308,0
CUST00333,Mary,Brown,Female,43.0,FL,Checking,42736.21,787.0,True,False,2004-06-24,0.0,Large,Purchase,Yes,1317.57,2025-06-15 09:50:00,"San Diego, CA",6652.01,ATM,21.0,0.424,0
CUST00091,Elizabeth,Miller,Male,23.0,IL,Investment,32226.12,366.0,True,False,2010-11-09,0.0,Large,Purchase,Yes,358.82,2025-06-15 09:59:00,"New York, NY",5930.41,ATM,14.7,0.384,0
CUST00055,Patricia,Rodriguez,Male,20.0,IL,Checking,52407.87,782.0,False,True,2015-07-09,93591.88,Big,Transfer,Yes,988.49,2025-06-15 16:32:00,"Phoenix, AZ",426.2,Mobile,10.0,0.645,0
CUST00492,Patricia,Garcia,Other,71.0,NY,Savings,69348.2,725.0,False,False,2006-12-10,0.0,Small,Transfer,Yes,601.85,2025-06-15 13:45:00,"Philadelphia, PA",6050.11,Web,18.6,0.233,0
CUST00239,Mary,Davis,Other,18.0,FL,Investment,74171.95,482.0,False,True,2001-12-20,51627.83,Small,Transfer,Yes,2175.33,2025-06-15 06:07:00,"Philadelphia, PA",6997.7,Mobile,23.5,0.058,0
CUST00362,Michael,Miller,Female,74.0,CA,Savings,19691.7,659.0,True,True,2010-01-22,12624.81,Big,Payment,Yes,2189.01,2025-06-15 16:54:00,"San Diego, CA",3164.77,ATM,15.4,0.235,0
CUST00673,John,Brown,Other,18.0,MI,Investment,47410.03,455.0,False,False,2000-10-21,0.0,Small,Payment,No,4281.78,2025-06-15 06:21:00,"Philadelphia, PA",4518.51,Mobile,24.7,0.157,0
CUST00742,Jennifer,Brown,Male,74.0,FL,Credit,59067.37,793.0,False,True,2016-07-13,33731.9,Large,Purchase,Yes,713.65,2025-06-15 05:36:00,"Phoenix, AZ",3255.57,Web,9.0,0.18,0
CUST00814,John,Garcia,Male,59.0,PA,Credit,33298.23,426.0,True,False,2005-10-05,0.0,Small,Withdrawal,Yes,581.96,2025-06-15 05:03:00,"San Diego, CA",650.0,Web,19.8,0.197,0
CUST00893,Linda,Rodriguez,Other,45.0,NY,Checking,3515.36,739.0,True,True,2020-06-29,75498.44,Small,Purchase,No,4121.69,2025-06-15 07:42:00,"Houston, TX",9483.23,ATM,5.0,0.097,0
CUST00168,Elizabeth,Johnson,Other,61.0,GA,Savings,47714.29,429.0,True,True,2015-07-13,28267.17,Large,Payment,Yes,2026.85,2025-06-15 06:20:00,"Philadelphia, PA",2932.14,Web,10.0,0.309,0
CUST00623,Robert,Martinez,Male,56.0,CA,Credit,66244.99,315.0,False,False,2004-12-23,0.0,Big,Deposit,No,4485.6,2025-06-15 06:42:00,"Philadelphia, PA",6226.45,ATM,20.5,0.375,0
CUST00500,John,Williams,Other,64.0,TX,Investment,31354.2,559.0,True,False,2013-09-06,0.0,Big,Payment,Yes,2473.1,2025-06-15 10:27:00,"Los Angeles, CA",4624.44,ATM,11.8,0.459,0
CUST00549,Jennifer,Davis,Male,75.0,NY,Investment,46784.35,653.0,False,False,2017-05-11,0.0,Large,Payment,Yes,1668.07,2025-06-15 23:56:00,"San Diego, CA",7293.4,ATM,8.1,0.226,0
CUST00518,Mary,Jones,Female,72.0,MI,Credit,44159.11,527.0,True,True,2019-11-19,83240.4,Large,Deposit,Yes,3367.13,2025-06-15 21:46:00,"Dallas, TX",4474.61,Mobile,5.6,0.372,0
CUST00401,Patricia,Smith,Other,42.0,IL,Savings,11512.37,748.0,False,False,2009-11-16,0.0,Large,Deposit,Yes,4061.01,2025-06-15 13:29:00,"Chicago, IL",8006.46,ATM,15.6,0.375,0
CUST00666,William,Martinez,Other,69.0,NC,Investment,78901.82,475.0,False,True,2001-08-25,6409.17,Small,Transfer,Yes,4543.19,2025-06-15 13:37:00,"San Antonio, TX",1848.23,ATM,23.9,0.192,0
CUST00209,Elizabeth,Miller,Other,53.0,FL,Credit,75075.14,762.0,False,True,2019-03-13,50001.26,Big,Deposit,Yes,1540.64,2025-06-15 03:29:00,"Philadelphia, PA",1145.29,Mobile,6.3,0.673,0
CUST00869,Elizabeth,Garcia,Male,71.0,NY,Savings,39726.31,804.0,False,False,2001-05-04,0.0,Big,Withdrawal,Yes,4323.1,2025-06-15 19:57:00,"Houston, TX",3317.91,ATM,24.2,0.084,0
CUST00953,Jennifer,Miller,Male,43.0,TX,Credit,11000.05,715.0,False,False,2020-10-31,0.0,Small,Purchase,Yes,3911.39,2025-06-15 14:26:00,"Chicago, IL",3799.06,ATM,4.7,0.375,0
CUST00099,Linda,Rodriguez,Other,61.0,TX,Savings,86843.28,653.0,True,False,2001-03-12,0.0,Large,Payment,No,2093.54,2025-06-15 21:30:00,"Dallas, TX",9301.81,Mobile,24.3,0.311,0
CUST00382,Jennifer,Smith,Male,20.0,IL,Savings,84828.0,720.0,True,True,2007-11-11,88136.97,Small,Withdrawal,Yes,1689.92,2025-06-15 03:52:00,"Phoenix, AZ",406.75,ATM,17.6,0.135,0
CUST00372,Patricia,Davis,Other,54.0,NC,Savings,60359.42,512.0,False,False,2005-12-01,0.0,Small,Payment,No,565.45,2025-06-15 20:22:00,"Phoenix, AZ",7877.96,Mobile,19.6,0.556,0
CUST00906,Robert,Williams,Male,62.0,FL,Investment,48041.72,694.0,False,True,2020-12-08,64911.88,Small,Purchase,No,224.28,2025-06-15 11:47:00,"New York, NY",3867.7,Mobile,4.6,0.643,0
CUST00369,Linda,Rodriguez,Female,79.0,MI,Credit,72109.23,833.0,False,True,2008-08-28,17678.6,Large,Payment,No,4484.3,2025-06-15 02:23:00,"Houston, TX",2976.3,Web,16.9,0.242,0
CUST00345,Elizabeth,Garcia,Other,57.0,OH,Savings,48160.69,787.0,False,True,2020-11-09,94012.0,Large,Withdrawal,No,706.52,2025-06-15 04:15:00,"San Jose, CA",7904.85,Web,4.6,0.043,0
CUST00913,Michael,Smith,Male,71.0,PA,Savings,52220.83,687.0,True,False,2018-05-24,0.0,Big,Purchase,No,3082.16,2025-06-15 05:03:00,"Phoenix, AZ",328.53,Web,7.1,0.0,0
CUST00556,Mary,Williams,Male,66.0,NY,Checking,4605.56,497.0,False,True,2017-05-29,50011.36,Large,Transfer,No,100.39,2025-06-15 03:29:00,"San Diego, CA",9344.59,Mobile,8.1,0.0,0
CUST00746,William,Miller,Male,26.0,IL,Checking,46513.4,575.0,True,True,2001-08-19,87464.51,Big,Purchase,No,958.73,2025-06-15 00:30:00,"Chicago, IL",9600.38,Mobile,23.9,0.261,0
CUST00143,Robert,Garcia,Male,34.0,IL,Credit,33101.81,765.0,False,True,2015-11-11,28798.43,Large,Transfer,Yes,4354.95,2025-06-15 15:50:00,"San Antonio, TX",8080.73,Web,9.6,0.326,0
CUST00124,Jennifer,Martinez,Female,77.0,CA,Credit,9011.51,620.0,True,False,2021-09-14,0.0,Big,Transfer,No,3529.88,2025-06-15 14:17:00,"San Diego, CA",1872.16,ATM,3.8,0.656,0
CUST00576,Jennifer,Jones,Male,49.0,FL,Investment,4789.84,367.0,False,True,2015-11-26,57022.38,Big,Purchase,Yes,1814.43,2025-06-15 22:33:00,"Houston, TX",2251.96,Mobile,9.6,0.236,0
CUST00478,Patricia,Jones,Male,52.0,IL,Investment,96213.67,497.0,True,False,2000-06-23,0.0,Big,Payment,No,2756.01,2025-06-15 01:39:00,"San Jose, CA",7870.04,ATM,25.0,0.043,0
CUST00596,Mary,Williams,Female,72.0,CA,Credit,89502.65,567.0,False,False,2014-03-06,0.0,Large,Purchase,No,1196.57,2025-06-15 01:15:00,"Philadelphia, PA",5670.88,Mobile,11.3,0.395,0
CUST00938,John,Smith,Female,28.0,NY,Checking,91875.91,376.0,False,True,2017-07-06,87324.3,Large,Payment,Yes,3913.48,2025-06-15 05:39:00,"San Jose, CA",1045.06,Web,8.0,0.492,0
CUST00743,Robert,Jones,Other,53.0,MI,Investment,43381.35,768.0,True,False,2014-02-20,0.0,Small,Purchase,No,2560.01,2025-06-15 04:02:00,"San Diego, CA",6063.78,Mobile,11.4,0.42,0
CUST00009,Patricia,Miller,Male,56.0,PA,Credit,1465.83,455.0,True,False,2005-05-24,0.0,Small,Payment,Yes,3571.44,2025-06-15 11:12:00,"San Diego, CA",7582.89,ATM,20.1,0.038,0
CUST00214,Michael,Johnson,Other,68.0,OH,Checking,63412.48,628.0,False,False,2007-04-15,0.0,Small,Payment,Yes,1073.0,2025-06-15 07:20:00,"New York, NY",6161.87,ATM,18.2,0.347,0
CUST00760,Patricia,Miller,Other,49.0,GA,Savings,1934.93,737.0,False,True,2009-06-15,95036.38,Big,Payment,No,714.75,2025-06-15 08:22:00,"Houston, TX",1885.05,Web,16.1,0.675,0
CUST00949,Linda,Johnson,Other,25.0,FL,Investment,99334.36,664.0,True,True,2002-09-18,52573.13,Large,Withdrawal,Yes,1598.52,2025-06-15 15:37:00,"San Diego, CA",8323.48,Mobile,22.8,0.297,0
CUST00373,Linda,Smith,Female,49.0,OH,Checking,80704.33,762.0,False,False,2022-11-06,0.0,Small,Purchase,Yes,3925.96,2025-06-15 00:25:00,"San Antonio, TX",4969.52,Mobile,2.7,0.458,0
CUST00423,Jennifer,Miller,Female,25.0,CA,Checking,40584.28,676.0,False,False,2015-11-28,0.0,Small,Purchase,No,881.04,2025-06-15 03:20:00,"Phoenix, AZ",9482.46,Web,9.6,0.128,0
CUST00500,John,Williams,Other,64.0,TX,Investment,31354.2,559.0,True,False,2013-09-06,0.0,Small,Payment,Yes,3822.22,2025-06-15 09:34:00,"Houston, TX",8918.54,Web,11.8,0.226,0
CUST00906,Robert,Williams,Male,62.0,FL,Investment,48041.72,694.0,False,True,2020-12-08,75699.94,Large,Transfer,Yes,4636.9,2025-06-15 08:33:00,"San Jose, CA",742.94,Web,4.6,0.446,0
CUST00006,Michael,Jones,Other,25.0,FL,Savings,6444.83,672.0,True,True,2016-08-12,40423.08,Small,Purchase,No,1557.99,2025-06-15 23:12:00,"Philadelphia, PA",1833.88,ATM,8.9,0.259,0
CUST00929,Mary,Brown,Other,48.0,NC,Savings,97865.27,421.0,False,True,2003-04-20,3984.25,Large,Deposit,Yes,3848.96,2025-06-15 15:18:00,"Dallas, TX",7900.68,Mobile,22.2,0.114,0
CUST00131,Robert,Martinez,Female,62.0,CA,Checking,48010.25,759.0,False,True,2008-09-02,39076.28,Large,Transfer,No,414.34,2025-06-15 17:55:00,"Dallas, TX",9060.81,ATM,16.8,0.106,0
CUST00243,James,Davis,Male,74.0,NC,Checking,70727.35,770.0,False,True,2010-03-07,51787.19,Big,Deposit,No,468.88,2025-06-15 03:11:00,"Dallas, TX",6557.86,ATM,15.3,0.011,0
CUST00922,Robert,Brown,Female,74.0,FL,Credit,18916.07,747.0,False,False,2010-04-17,0.0,Large,Deposit,Yes,3504.0,2025-06-15 00:27:00,"San Antonio, TX",8257.45,Mobile,15.2,0.0,0
CUST00562,Jennifer,Brown,Female,60.0,IL,Savings,25972.37,365.0,False,True,2019-09-14,10133.79,Small,Transfer,Yes,735.37,2025-06-15 16:36:00,"Chicago, IL",7801.22,ATM,5.8,0.353,0
CUST00972,Mary,Johnson,Female,65.0,PA,Investment,54614.12,403.0,False,False,2003-08-31,0.0,Big,Withdrawal,Yes,168.7,2025-06-15 00:57:00,"New York, NY",5250.57,ATM,21.8,0.388,0
CUST00590,Patricia,Martinez,Other,36.0,NY,Credit,99633.94,735.0,False,False,2007-10-20,0.0,Big,Withdrawal,No,834.3,2025-06-15 02:36:00,"San Jose, CA",4044.57,ATM,17.7,0.437,0
CUST00226,Mary,Jones,Female,61.0,MI,Credit,35600.71,719.0,True,False,2010-08-02,0.0,Big,Purchase,No,4643.0,2025-06-15 03:24:00,"Dallas, TX",4284.59,Mobile,14.9,0.474,0
CUST00279,Michael,Davis,Female,54.0,OH,Credit,91883.18,583.0,True,False,2013-02-02,0.0,Large,Payment,No,58.06,2025-06-15 00:28:00,"Phoenix, AZ",2687.4,ATM,12.4,0.0,0
CUST00621,Robert,Williams,Female,33.0,TX,Savings,90660.72,843.0,False,True,2013-07-08,11649.63,Large,Purchase,Yes,1308.1,2025-06-15 05:28:00,"Los Angeles, CA",4123.79,Mobile,12.0,0.441,0
CUST00063,John,Brown,Male,21.0,GA,Checking,62118.49,376.0,False,True,2013-05-29,4224.79,Big,Withdrawal,Yes,4147.37,2025-06-15 06:30:00,"Phoenix, AZ",9833.66,Mobile,12.1,0.303,0
CUST00548,John,Garcia,Other,42.0,PA,Credit,434.3,588.0,False,True,2013-03-14,72147.05,Big,Deposit,No,2962.33,2025-06-15 21:02:00,"San Antonio, TX",3874.71,ATM,12.3,0.118,0
CUST00719,Patricia,Garcia,Female,43.0,OH,Savings,54368.96,697.0,True,True,2010-10-02,11197.3,Large,Withdrawal,Yes,3753.76,2025-06-15 06:26:00,"San Antonio, TX",5377.21,Web,14.8,0.116,0
CUST00337,Michael,Rodriguez,Other,49.0,CA,Checking,62535.1,587.0,False,False,2009-02-08,0.0,Small,Deposit,Yes,582.96,2025-06-15 08:32:00,"Los Angeles, CA",2638.59,Mobile,16.4,0.256,0
CUST00153,John,Brown,Female,58.0,CA,Investment,84247.17,789.0,False,True,2010-05-24,75091.62,Large,Purchase,No,4073.33,2025-06-15 21:55:00,"Philadelphia, PA",988.17,Web,15.1,0.065,0
CUST00674,Linda,Rodriguez,Male,73.0,CA,Investment,5886.25,346.0,False,True,2015-01-10,83806.34,Big,Payment,No,2759.86,2025-06-15 10:31:00,"San Antonio, TX",8159.79,ATM,10.5,0.295,0
CUST00481,Linda,Garcia,Other,69.0,GA,Investment,52177.94,698.0,True,True,2011-05-23,27661.55,Large,Payment,No,2239.04,2025-06-15 18:02:00,"San Antonio, TX",9685.4,Mobile,14.1,0.11,0
CUST00793,Robert,Davis,Other,69.0,IL,Investment,55344.85,441.0,True,True,2017-04-15,40719.71,Small,Purchase,Yes,3246.0,2025-06-15 21:27:00,"Chicago, IL",1148.02,ATM,8.2,0.198,0
CUST00320,Linda,Williams,Female,50.0,TX,Savings,27830.96,636.0,False,False,2006-08-06,0.0,Big,Purchase,Yes,2929.54,2025-06-15 03:41:00,"New York, NY",1497.76,Web,18.9,0.61,0
CUST00940,James,Smith,Female,27.0,OH,Savings,94093.45,730.0,True,False,2007-10-21,0.0,Big,Deposit,Yes,2448.92,2025-06-15 18:49:00,"Houston, TX",4933.25,Mobile,17.7,0.138,0
CUST00638,William,Smith,Female,45.0,CA,Credit,88175.55,526.0,False,True,2010-12-31,32444.33,Big,Withdrawal,No,3253.4,2025-06-15 03:10:00,"Phoenix, AZ",6545.2,ATM,14.5,0.287,0
CUST00821,Linda,Davis,Female,52.0,IL,Checking,20437.47,567.0,True,False,2007-07-26,0.0,Large,Deposit,No,1786.1,2025-06-15 09:11:00,"Philadelphia, PA",3557.66,Mobile,17.9,0.0,0
CUST00034,Elizabeth,Rodriguez,Male,39.0,IL,Investment,96800.58,661.0,True,False,2013-01-30,0.0,Large,Withdrawal,No,3055.54,2025-06-15 05:58:00,"San Diego, CA",7099.47,ATM,12.4,0.273,0
CUST00641,Jennifer,Williams,Other,66.0,MI,Credit,87919.24,564.0,True,True,2014-02-22,27683.82,Small,Deposit,Yes,1207.5,2025-06-15 06:08:00,"Houston, TX",3108.78,Web,11.4,0.125,0
CUST00252,Jennifer,Jones,Other,26.0,OH,Checking,37944.27,472.0,True,False,2014-08-20,0.0,Large,Payment,No,4303.74,2025-06-15 20:48:00,"Los Angeles, CA",1898.92,Web,10.9,0.273,0
CUST00408,James,Williams,Male,19.0,FL,Checking,74194.53,704.0,False,False,2018-07-16,0.0,Big,Transfer,Yes,4645.86,2025-06-15 23:51:00,"Houston, TX",8031.87,Web,7.0,0.509,0
CUST00179,Patricia,Smith,Female,18.0,PA,Credit,50659.79,537.0,False,False,2006-03-07,0.0,Large,Transfer,No,1852.49,2025-06-15 03:00:00,"San Jose, CA",6141.37,ATM,19.3,0.106,0
CUST00454,Michael,Smith,Female,78.0,PA,Checking,48427.12,487.0,False,True,2020-02-26,63285.36,Small,Payment,Yes,1539.42,2025-06-15 05:07:00,"Chicago, IL",9904.43,Mobile,5.3,0.182,0
CUST00930,John,Davis,Other,18.0,MI,Savings,37492.25,424.0,False,False,2013-08-28,0.0,Small,Deposit,Yes,2814.28,2025-06-15 00:12:00,"Los Angeles, CA",9648.32,Mobile,11.8,0.582,0
CUST00078,John,Johnson,Male,61.0,PA,Credit,97313.72,466.0,False,True,2014-03-13,50800.46,Big,Payment,Yes,924.06,2025-06-15 04:21:00,"Houston, TX",678.59,Mobile,11.3,0.897,1
CUST00845,John,Williams,Male,19.0,PA,Investment,83616.21,565.0,False,True,2001-11-01,40731.6,Small,Deposit,No,2041.5,2025-06-15 20:55:00,"San Diego, CA",2353.26,Mobile,23.7,0.441,0
CUST00833,Patricia,Miller,Female,34.0,GA,Credit,58847.03,623.0,False,False,2001-09-26,0.0,Large,Deposit,Yes,2484.41,2025-06-15 21:35:00,"Phoenix, AZ",107.65,Web,23.8,0.168,0
CUST00120,John,Jones,Male,70.0,IL,Savings,73766.78,403.0,True,True,2018-12-11,90845.86,Small,Deposit,No,414.27,2025-06-15 06:30:00,"Dallas, TX",5726.33,ATM,6.6,0.0,0
CUST00968,Jennifer,Williams,Other,70.0,MI,Savings,56387.55,734.0,False,True,2018-09-21,21697.93,Small,Transfer,Yes,4277.97,2025-06-15 02:27:00,"Houston, TX",8008.43,ATM,6.8,0.026,0
